time_s,pending_tx,drain_s,vulnerable_drain_s,predicted_window_s,vulnerable_window_s,virtual
2328.0,682,11.62128,11.62128,17.62128,17.62128,2034.5531249999938
2340.0,473,8.05992,8.05992,14.05992,14.05992,2034.1131249999937
2352.0,1212,20.65248,20.65248,26.65248,26.65248,2033.6731249999937
2364.0,2095,35.6988,35.6988,41.6988,41.6988,2033.2331249999936
2376.0,2904,49.48416,49.48416,55.48416,55.48416,2032.7931249999936
2388.0,3743,63.78072,63.78072,69.78072,69.78072,2032.3531249999935
2400.0,4509,76.83336,76.83336,82.83336,82.83336,2031.9131249999934
2412.0,4137,70.49448000000001,70.49448000000001,76.49448000000001,76.49448000000001,2031.4731249999934
2424.0,3846,65.53584000000001,65.53584000000001,71.53584000000001,71.53584000000001,2031.0331249999933
2436.0,3563,60.71352,60.71352,66.71352,66.71352,2030.5931249999933
2448.0,3254,55.44816,55.44816,61.44816,61.44816,2052.1531249999935
2460.0,2954,50.33616,50.33616,56.33616,56.33616,2073.7131249999934
2472.0,2632,44.84928,44.84928,50.84928,50.84928,2095.2731249999933
2484.0,2339,39.85656,39.85656,45.85656,45.85656,2116.8331249999933
2496.0,2008,34.21632,34.21632,40.21632,40.21632,2138.1743749999932
2508.0,1694,28.86576,28.86576,34.86576,34.86576,2150.328124999993
2520.0,1389,23.668560000000003,23.668560000000003,29.668560000000003,29.668560000000003,2152.731874999993
2532.0,1075,18.318,18.318,24.318,24.318,2152.291874999993
2544.0,747,12.72888,12.72888,18.72888,18.72888,2151.851874999993
2556.0,444,7.56576,7.56576,13.565760000000001,13.565760000000001,2151.411874999993
2568.0,196,3.33984,3.33984,9.33984,9.33984,2150.971874999993
2580.0,875,14.91,14.91,20.91,20.91,2150.531874999993
2592.0,547,9.32088,9.32088,15.32088,15.32088,2150.091874999993
2604.0,220,3.7488,3.7488,9.7488,9.7488,2149.6518749999927
2616.0,43,0.73272,0.73272,6.7327200000000005,6.7327200000000005,2149.299999999993
2628.0,33,0.56232,0.56232,6.56232,6.56232,2149.066249999993
2640.0,35,0.5964,0.5964,6.5964,6.5964,2148.824999999993
2652.0,34,0.57936,0.57936,6.57936,6.57936,2148.581249999993
2664.0,37,0.63048,0.63048,6.63048,6.63048,2148.3368749999927
2676.0,28,0.47712000000000004,0.47712000000000004,6.47712,6.47712,2148.0981249999927
2688.0,40,0.6816000000000001,0.6816000000000001,6.6816,6.6816,2147.8518749999926
2700.0,42,0.7156800000000001,0.7156800000000001,6.71568,6.71568,2147.6062499999925
2712.0,42,0.7156800000000001,0.7156800000000001,6.71568,6.71568,2147.3812499999926
2724.0,47,0.80088,0.80088,6.80088,6.80088,2147.1393749999925
2736.0,50,0.8520000000000001,0.8520000000000001,6.852,6.852,2146.8837499999927
2748.0,50,0.8520000000000001,0.8520000000000001,6.852,6.852,2146.634374999993
2760.0,37,0.63048,0.63048,6.63048,6.63048,2146.393124999993
2772.0,38,0.64752,0.64752,6.64752,6.64752,2146.1443749999926
2784.0,43,0.73272,0.73272,6.7327200000000005,6.7327200000000005,2145.904374999993
2796.0,33,0.56232,0.56232,6.56232,6.56232,2145.6737499999927
2808.0,44,0.7497600000000001,0.7497600000000001,6.74976,6.74976,2145.4437499999926
2820.0,33,0.56232,0.56232,6.56232,6.56232,2145.1999999999925
2832.0,50,0.8520000000000001,0.8520000000000001,6.852,6.852,2144.9468749999924
2844.0,38,0.64752,0.64752,6.64752,6.64752,2144.7037499999924
2856.0,43,0.73272,0.73272,6.7327200000000005,6.7327200000000005,2144.4487499999923
2868.0,38,0.64752,0.64752,6.64752,6.64752,2144.213749999992
2880.0,39,0.66456,0.66456,6.66456,6.66456,2143.9737499999924
2892.0,35,0.5964,0.5964,6.5964,6.5964,2143.7506249999924
2904.0,143,2.43672,2.43672,8.436720000000001,8.436720000000001,2143.5056249999925
2916.0,994,16.93776,16.93776,22.93776,22.93776,2143.0656249999925
2928.0,1791,30.51864,30.51864,36.518640000000005,36.518640000000005,2142.6256249999924
2940.0,2633,44.86632,44.86632,50.86632,50.86632,2142.1856249999923
2952.0,3474,59.196960000000004,59.196960000000004,65.19696,65.19696,2141.7456249999923
2964.0,4235,72.1644,72.1644,78.1644,78.1644,2141.3056249999922
2976.0,5084,86.63136,86.63136,92.63136,92.63136,2140.865624999992
2988.0,5886,100.29744000000001,100.29744000000001,106.29744000000001,106.29744000000001,2140.425624999992
3000.0,6695,114.0828,114.0828,120.0828,120.0828,2139.985624999992
3012.0,7470,127.28880000000001,127.28880000000001,133.2888,133.2888,2155.420624999992
3024.0,8402,143.17008,143.17008,149.17008,149.17008,2176.980624999992
3036.0,9242,157.48368000000002,157.48368000000002,163.48368000000002,163.48368000000002,2198.540624999992
3048.0,10003,170.45112,170.45112,176.45112,176.45112,2220.100624999992
3060.0,10778,183.65712000000002,183.65712000000002,189.65712000000002,189.65712000000002,2241.660624999992
3072.0,11579,197.30616,197.30616,203.30616,203.30616,2263.2206249999917
3084.0,12431,211.82424,211.82424,217.82424,217.82424,2284.7806249999917
3096.0,13296,226.56384,226.56384,232.56384,232.56384,2306.3406249999916
3108.0,14252,242.85408,242.85408,248.85408,248.85408,2327.9006249999916
3120.0,15045,256.3668,256.3668,262.3668,262.3668,2349.4606249999915
3132.0,14839,252.85656,252.85656,258.85656,258.85656,2371.0206249999915
3144.0,15644,266.57376,266.57376,272.57376,272.57376,2392.5806249999914
3156.0,16491,281.00664,281.00664,287.00664,287.00664,2414.1406249999914
3168.0,17295,294.70680000000004,294.70680000000004,300.70680000000004,300.70680000000004,2435.7006249999913
3180.0,18162,309.48048,309.48048,315.48048,315.48048,2457.2606249999913
3192.0,18958,323.04432,323.04432,329.04432,329.04432,2478.820624999991
3204.0,19621,334.34184000000005,334.34184000000005,340.34184000000005,340.34184000000005,2500.380624999991
3216.0,19461,331.61544000000004,331.61544000000004,337.61544000000004,337.61544000000004,2521.940624999991
3228.0,20282,345.60528,345.60528,351.60528,351.60528,2543.500624999991
3240.0,21045,358.6068,358.6068,364.6068,364.6068,2565.060624999991
3252.0,21868,372.63072,372.63072,378.63072,378.63072,2586.620624999991
3264.0,22703,386.85912,386.85912,392.85912,392.85912,2608.180624999991
3276.0,23405,398.82120000000003,398.82120000000003,404.82120000000003,404.82120000000003,2629.740624999991
3288.0,23075,393.19800000000004,393.19800000000004,399.19800000000004,399.19800000000004,2651.3006249999908
3300.0,22738,387.45552000000004,387.45552000000004,393.45552000000004,393.45552000000004,2672.8606249999907
3312.0,22414,381.93456000000003,381.93456000000003,387.93456000000003,387.93456000000003,2694.4206249999907
3324.0,22100,376.584,376.584,382.584,382.584,2715.9806249999906
3336.0,21772,370.99488,370.99488,376.99488,376.99488,2737.5406249999905
3348.0,21476,365.95104000000003,365.95104000000003,371.95104000000003,371.95104000000003,2759.1006249999905
3360.0,21151,360.41304,360.41304,366.41304,366.41304,2780.6606249999904
3372.0,20870,355.6248,355.6248,361.6248,361.6248,2802.2206249999904
3384.0,20542,350.03568,350.03568,356.03568,356.03568,2823.7806249999903
3396.0,20342,346.62768,346.62768,352.62768,352.62768,2845.3406249999903
3408.0,21137,360.17448,360.17448,366.17448,366.17448,2866.90062499999
3420.0,21976,374.47104,374.47104,380.47104,380.47104,2888.46062499999
3432.0,22820,388.8528,388.8528,394.8528,394.8528,2910.02062499999
3444.0,23677,403.45608000000004,403.45608000000004,409.45608000000004,409.45608000000004,2931.58062499999
3456.0,24541,418.17864000000003,418.17864000000003,424.17864000000003,424.17864000000003,2953.14062499999
3468.0,25386,432.57744,432.57744,438.57744,438.57744,2974.70062499999
3480.0,26164,445.83456,445.83456,451.83456,451.83456,2996.26062499999
3492.0,26938,459.02352,459.02352,465.02352,465.02352,3017.82062499999
3504.0,27754,472.92816000000005,472.92816000000005,478.92816000000005,478.92816000000005,3039.38062499999
3516.0,28663,488.41752,488.41752,494.41752,494.41752,3060.9406249999897
3528.0,29417,501.26568000000003,501.26568000000003,507.26568000000003,507.26568000000003,3082.5006249999897
3540.0,30149,513.73896,513.73896,519.73896,519.73896,3104.0606249999896
3552.0,29799,507.77496,507.77496,513.77496,513.77496,3125.6206249999896
3564.0,29515,502.9356,502.9356,508.9356,508.9356,3147.1806249999895
3576.0,29160,496.88640000000004,496.88640000000004,502.88640000000004,502.88640000000004,3168.7406249999894
3588.0,28961,493.49544000000003,493.49544000000003,499.49544000000003,499.49544000000003,3190.3006249999894
3600.0,29827,508.25208000000003,508.25208000000003,514.25208,514.25208,3211.8606249999893
3612.0,30626,521.86704,521.86704,527.86704,527.86704,3233.4206249999893
3624.0,31432,535.6012800000001,535.6012800000001,541.6012800000001,541.6012800000001,3254.9806249999892
3636.0,32195,548.6028,548.6028,554.6028,554.6028,3276.540624999989
3648.0,31903,543.62712,543.62712,549.62712,549.62712,3298.100624999989
3660.0,31600,538.464,538.464,544.464,544.464,3319.660624999989
3672.0,31365,534.4596,534.4596,540.4596,540.4596,3341.220624999989
3684.0,32121,547.34184,547.34184,553.34184,553.34184,3362.780624999989
3696.0,32741,557.90664,557.90664,563.90664,563.90664,3384.340624999989
3708.0,32423,552.48792,552.48792,558.48792,558.48792,3405.900624999989
3720.0,32134,547.56336,547.56336,553.56336,553.56336,3427.460624999989
3732.0,31811,542.05944,542.05944,548.05944,548.05944,3449.0206249999887
3744.0,31483,536.47032,536.47032,542.47032,542.47032,3470.5806249999887
3756.0,31179,531.29016,531.29016,537.29016,537.29016,3492.1406249999886
3768.0,30856,525.78624,525.78624,531.78624,531.78624,3513.7006249999886
3780.0,30516,519.99264,519.99264,525.99264,525.99264,3535.2606249999885
3792.0,30194,514.50576,514.50576,520.50576,520.50576,3556.8206249999885
3804.0,29883,509.20632,509.20632,515.20632,515.20632,3578.3806249999884
3816.0,29544,503.42976000000004,503.42976000000004,509.42976000000004,509.42976000000004,3599.9406249999884
3828.0,29255,498.5052,498.5052,504.5052,504.5052,3621.5006249999883
3840.0,29008,494.29632000000004,494.29632000000004,500.29632000000004,500.29632000000004,3643.0606249999882
3852.0,29883,509.20632,509.20632,515.20632,515.20632,3664.620624999988
3864.0,30708,523.26432,523.26432,529.26432,529.26432,3686.180624999988
3876.0,31485,536.5044,536.5044,542.5044,542.5044,3707.740624999988
3888.0,31198,531.61392,531.61392,537.61392,537.61392,3729.300624999988
3900.0,30881,526.2122400000001,526.2122400000001,532.2122400000001,532.2122400000001,3750.860624999988
3912.0,30554,520.64016,520.64016,526.64016,526.64016,3772.420624999988
3924.0,30289,516.12456,516.12456,522.12456,522.12456,3793.980624999988
3936.0,31130,530.4552,530.4552,536.4552,536.4552,3815.540624999988
3948.0,31885,543.3204000000001,543.3204000000001,549.3204000000001,549.3204000000001,3837.1006249999878
3960.0,32688,557.00352,557.00352,563.00352,563.00352,3858.6606249999877
3972.0,33528,571.31712,571.31712,577.31712,577.31712,3880.2206249999876
3984.0,34448,586.99392,586.99392,592.99392,592.99392,3901.7806249999876
3996.0,35266,600.93264,600.93264,606.93264,606.93264,3923.3406249999875
4008.0,36098,615.10992,615.10992,621.10992,621.10992,3944.9006249999875
4020.0,36952,629.6620800000001,629.6620800000001,635.6620800000001,635.6620800000001,3966.4606249999874
4032.0,37853,645.01512,645.01512,651.01512,651.01512,3988.0206249999874
4044.0,38777,660.76008,660.76008,666.76008,666.76008,4009.5806249999873
4056.0,39589,674.5965600000001,674.5965600000001,680.5965600000001,680.5965600000001,4031.1406249999873
4068.0,40373,687.95592,687.95592,693.95592,693.95592,4052.700624999987
4080.0,40057,682.57128,682.57128,688.57128,688.57128,4074.260624999987
4092.0,39771,677.69784,677.69784,683.69784,683.69784,4095.820624999987
4104.0,39475,672.654,672.654,678.654,678.654,4117.380624999987
4116.0,39148,667.0819200000001,667.0819200000001,673.0819200000001,673.0819200000001,4138.940624999987
4128.0,38809,661.3053600000001,661.3053600000001,667.3053600000001,667.3053600000001,4160.500624999988
4140.0,38488,655.8355200000001,655.8355200000001,661.8355200000001,661.8355200000001,4182.060624999988
4152.0,38152,650.11008,650.11008,656.11008,656.11008,4203.620624999989
4164.0,37834,644.69136,644.69136,650.69136,650.69136,4225.180624999989
4176.0,37473,638.53992,638.53992,644.53992,644.53992,4246.740624999989
4188.0,37123,632.57592,632.57592,638.57592,638.57592,4268.30062499999
4200.0,36773,626.61192,626.61192,632.61192,632.61192,4289.86062499999
4212.0,36451,621.12504,621.12504,627.12504,627.12504,4311.420624999991
4224.0,36132,615.68928,615.68928,621.68928,621.68928,4332.980624999991
4236.0,35819,610.35576,610.35576,616.35576,616.35576,4354.540624999991
4248.0,35503,604.97112,604.97112,610.97112,610.97112,4376.100624999992
4260.0,35185,599.5524,599.5524,605.5524,605.5524,4397.660624999992
4272.0,34837,593.62248,593.62248,599.62248,599.62248,4419.220624999993
