arrival_rate,payload_bytes,legacy_fraction,block_interval_s,block_bytes,slots_per_block,duration_blocks,warmup_blocks,policy,seed,control_v,break_time_s,exposure_target,verify_budget_per_block,surge_multiplier,surge_enter,surge_leave,deadline_order,fixed_penalty,attack_rate,vulnerable_cap,pq_max_wait,commit_reveal,commit_bytes,trace_name,migration_budget,budget_margin,expired_last,legacy_commit_reveal,expired_order,backfill,builder_break_time_s,fee_tiers,fee_model,attack_fee,adopt_share,adopt_by_value,forger_fee,bump_at,adversary,throughput_tps,inclusion_ratio,at_risk_fraction,at_risk_fraction_legacy,at_risk_fraction_vuln,exposure_floor,window_mean_s,window_p95_s,window_legacy_mean_s,window_legacy_p95_s,window_vuln_mean_s,window_vuln_p95_s,window_vuln_p99_s,window_vuln_max_s,window_vuln_p95_cens_s,window_vuln_p99_cens_s,lost_fraction_vuln,lost_fraction_legacy,lost_fraction_norule_vuln,lost_fraction_norule_legacy,adopter_block_share,block_value_ratio,block_value_ratio_geo,mean_pending_tx,bytes_per_tx,verify_per_tx,generated,pending_measured_end,mean_offered_tps,inclusion_ratio_pq,latency_mean_s,commit_bytes_per_tx,attacker_included_tps,attacker_block_share,share_ecdsa,share_falcon,share_mldsa,share_hybrid,adv_feasible,adv_count_k1,adv_value116_k1,adv_value150_k1,adv_value200_k1,adv_count_k11,adv_value116_k11,adv_value150_k11,adv_value200_k11,adv_count_k100,adv_value116_k100,adv_value150_k100,adv_value200_k100,adv_count_k1000,adv_value116_k1000,adv_value150_k1000,adv_value200_k1000,experiment
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,7,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.744166666666665,1.0,0.10132753079272554,0.1014754631997821,0.10198205800508323,0.0,125.4689006448004,925.0,114.98935088919742,891.0,116.04289924957027,903.0,1633.0,2149.2000000000007,903.0,1633.0,0.0,0.0,0.10198205800508323,0.1014754631997821,1.0,1.0,1.0,6302.073899999995,364.357534984928,0.9971118719182323,500930,0,41.744166666666665,1.0,125.4689006448004,0.0,9.965333333333334,0.1887021883901467,0.9935819375960713,0.006418062403928693,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,8,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,34.70608333333333,0.9879774446613734,0.045211075805719474,0.04543769862235926,0.047135480882034266,0.0,52.486876220067096,365.0,28.42655889694521,59.0,29.217769364821933,59.0,365.0,481.1999999999998,61.0,365.0,0.0,0.0,0.047135480882034266,0.04543769862235926,1.0,1.0,1.0,2162.967800000007,414.82563575549915,0.9815352976063276,421541,5068,35.128416666666666,0.8518943170488534,52.486876220067096,0.0,9.99325,0.1976978216287649,0.9524126953250099,0.047587304674990095,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,9,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.339416666666665,1.0,0.07920597026307372,0.07971919427099869,0.08071486547162643,0.0,70.7771450601922,315.0,55.24084241718717,271.0,55.86090560563692,279.0,977.0,1045.1999999999996,279.0,977.0,0.0,0.0,0.08071486547162643,0.07971919427099869,1.0,1.0,1.0,3359.8188999999934,382.2560599737752,0.9915876358105633,472073,0,39.339416666666665,1.0,70.7771450601922,0.0,10.017,0.1912487826060514,0.9813058573568071,0.018694142643192895,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,10,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,40.32425,0.9797883261486252,0.09319173810585832,0.0934898960092798,0.09461429501959284,0.0,70.13695728996808,379.0,55.18829481857785,281.0,55.54688536837694,289.0,759.0,889.1999999999998,337.0,757.0,0.0,0.0,0.09461429501959284,0.0934898960092798,1.0,1.0,1.0,3260.592699999999,377.24252155960744,0.9931350242099976,493873,9982,41.156083333333335,1.0,70.13695728996808,0.0,9.942583333333333,0.18833022633301733,0.9850528374703618,0.014947162529638186,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,11,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,42.604,0.9982348990143551,0.09041917923357343,0.09027926855447786,0.09117715466095848,0.0,88.91339780302319,697.0,84.13831522623553,615.0,84.40895077860736,619.0,1047.0,1225.1999999999996,615.0,1047.0,0.0,0.0,0.09117715466095848,0.09027926855447786,1.0,1.0,1.0,4187.091699999998,367.12889634776076,0.9962565134729132,512152,904,42.67933333333333,1.0,88.91339780302319,0.0,9.977333333333334,0.18463913360185713,0.991695824677049,0.008304175322951,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,12,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.803333333333335,0.9897920698930301,0.10063908356577131,0.10037013594584182,0.10274936264294253,0.0,87.62752533288672,447.0,58.286159919928835,413.0,59.30293995027055,415.0,531.0,770.3999999999996,435.0,543.0,0.0,0.0,0.10274936264294253,0.10037013594584182,1.0,1.0,1.0,3979.6308999999956,385.25340842475504,0.9906625282639632,482566,4926,40.21383333333333,1.0,87.62752533288672,0.0,9.961916666666667,0.18740440254760998,0.9794618767173817,0.020538123282618337,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,13,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,38.72091666666667,0.9922164613833986,0.07883213558972774,0.07824216830576187,0.08113499744837657,0.0,89.77426670770085,543.0,62.72789572119999,447.0,64.76022754459173,459.0,961.0,1010.3999999999996,459.0,961.0,0.0,0.0,0.08113499744837657,0.07824216830576187,1.0,1.0,1.0,3793.320799999994,396.49164426634184,0.9871939369548332,468296,3645,39.02466666666667,0.925785899320871,89.77426670770085,0.0,9.974,0.18740886397326276,0.9695000597912431,0.030499940208756855,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,14,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,42.43375,0.98200700049177,0.10994302489220793,0.1092233482435582,0.11124013784795252,0.0,148.22968038412824,1277.0,141.19336141863425,1263.0,143.80181427614764,1275.0,1825.0,2367.6000000000004,1309.0,1817.0,0.0,0.0,0.11124013784795252,0.1092233482435582,1.0,1.0,1.0,9221.147900000016,372.105275871211,0.9947205938669103,518535,9330,43.21125,0.6115262565257447,148.22968038412824,0.0,9.941583333333334,0.18268267907728478,0.9811603845449198,0.01883961545508018,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,15,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,36.8875,0.9925666812418015,0.044459505252456795,0.044494619809830396,0.0455879525496128,0.0,59.56853676719758,265.0,36.726370383618104,61.0,37.260006532420014,61.0,461.0,853.2000000000007,61.0,461.0,0.0,0.0,0.0455879525496128,0.044494619809830396,1.0,1.0,1.0,2890.8479999999977,391.09015249068113,0.9888610640460853,445965,3315,37.16375,0.7677270179372198,59.56853676719758,0.0,9.958666666666666,0.19682622586911674,0.9679974885921541,0.03200251140784591,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,16,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.90875,1.0,0.11682325687754148,0.11556183164608153,0.11887837381199529,0.0,177.69522832344148,1455.0,144.39852821257347,795.0,148.4572816064395,951.0,2019.0,2162.3999999999996,951.0,2019.0,0.0,0.0,0.11887837381199529,0.11556183164608153,1.0,1.0,1.0,8090.888599999956,380.2052614310854,0.9922205983237391,502905,0,41.90875,1.0,177.69522832344148,0.0,10.008083333333333,0.18232188767196142,0.9827124407194202,0.01728755928057983,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,17,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,43.461083333333335,0.9983671078474537,0.12927082274755386,0.12994823288809357,0.13019825498534235,0.0,121.80143231588406,745.0,120.1122310986128,745.0,120.89279862808935,749.0,1563.0,2065.2,747.0,1563.0,0.0,0.0,0.13019825498534235,0.12994823288809357,1.0,1.0,1.0,5861.578499999999,365.3856707054012,0.99679454607858,522386,853,43.53216666666667,1.0,121.80143231588406,0.0,9.9865,0.18250497875028943,0.9928884005314078,0.007111599468592191,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,18,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,37.7135,0.9874367254320126,0.05740942056948557,0.05716086773805556,0.05892111111614033,0.0,74.94747504209383,299.0,51.29585012525866,183.0,52.59006320774183,185.0,1023.0,1585.2000000000007,185.0,1023.0,0.0,0.0,0.05892111111614033,0.05716086773805556,1.0,1.0,1.0,3376.100499999998,392.4839911437549,0.98843086693094,458320,5758,38.193333333333335,0.7069510268562401,74.94747504209383,0.0,10.002416666666667,0.19347769018115693,0.9640905917263047,0.03590940827369524,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,19,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,40.146,0.9947038819616077,0.10447284079775486,0.1039286843443716,0.1061906198637435,0.0,108.20203258107905,709.0,95.19345127634162,615.0,96.9214164094362,625.0,1493.0,1585.2000000000003,625.0,1493.0,0.0,0.0,0.1061906198637435,0.1039286843443716,1.0,1.0,1.0,4833.977399999989,378.58515169630846,0.9927206321924971,484317,2565,40.35975,0.7523653214906353,108.20203258107905,0.0,9.983833333333333,0.18909844294974637,0.9786131810363873,0.021386818963612674,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,20,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.69283333333333,0.9988214965735327,0.09527118665418191,0.09593582364090333,0.0959445716544989,0.0,97.11855204759888,615.0,81.2172498443846,591.0,80.76957953024606,581.0,1203.0,1381.1999999999996,581.0,1203.0,0.0,0.0,0.0959445716544989,0.09593582364090333,1.0,1.0,1.0,5240.973199999988,365.2329429745924,0.9968416842671008,476876,562,39.739666666666665,0.8560819462227913,97.11855204759888,0.0,10.018166666666668,0.196994128874369,0.9918112884691198,0.008188711530880145,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,21,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.308416666666666,0.999707570495678,0.11023382259814539,0.11051643002847737,0.11023382259814539,0.0,65.36050804819841,403.0,65.36759552317167,401.0,65.36050804819841,403.0,639.0,745.2000000000007,403.0,639.0,0.0,0.0,0.11023382259814539,0.11051643002847737,1.0,1.0,1.0,3500.7002000000048,355.0,1.0,495846,145,41.3205,,65.36050804819841,0.0,9.976583333333334,0.19453218939910955,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,22,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.29925,0.969796057343462,0.12804411389548462,0.12762610869267269,0.12953110731726683,0.0,87.69129221474972,543.0,83.21550693424051,507.0,83.81734426972625,517.0,1153.0,1287.5999999999997,497.0,1145.0,0.0,0.0,0.12953110731726683,0.12762610869267269,1.0,1.0,1.0,4405.479299999976,372.2103609629715,0.9946881601966134,511026,15435,42.5855,0.8029096898160857,87.69129221474972,0.0,9.893666666666666,0.18598830926769372,0.9857424084097482,0.014257591590251768,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,23,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.751416666666664,0.9987646747221042,0.0970824939153112,0.09744962326356216,0.09995057507732087,0.0,131.7160981684092,1111.0,113.60907513121283,1083.0,115.60179224697787,1097.0,1591.0,1885.2000000000007,1097.0,1591.0,0.0,0.0,0.09995057507732087,0.09744962326356216,1.0,1.0,1.0,5973.177699999988,396.837301395967,0.9870872526555656,477607,590,39.800583333333336,0.9586776859504132,131.7160981684092,0.0,9.999833333333333,0.18369884557883565,0.9701051282749206,0.029894871725079406,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,24,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.53508333333333,0.9981779430112753,0.0760684660406754,0.07624824684431977,0.07760527864528517,0.0,84.12638900891832,339.0,54.70992536841879,281.0,54.894017612335006,281.0,917.0,1286.3999999999996,289.0,917.0,0.0,0.0,0.07760527864528517,0.07624824684431977,1.0,1.0,1.0,4012.727399999996,383.9067052259491,0.9910781773993974,475287,866,39.60725,0.9708918249380677,84.12638900891832,0.0,10.02225,0.1898996090294514,0.9796165264356063,0.020383473564393725,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,25,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,42.205083333333334,0.9896184644003017,0.09714784713071503,0.09681126113185866,0.09813236605862587,0.0,77.42615917118977,547.0,70.95529885670277,495.0,71.43670225816163,499.0,843.0,1045.2000000000007,495.0,843.0,0.0,0.0,0.09813236605862587,0.09681126113185866,1.0,1.0,1.0,3725.698299999983,369.7509719405838,0.995447230882536,511774,5313,42.64783333333333,1.0,77.42615917118977,0.0,9.943083333333334,0.18446637656842454,0.9899877680382356,0.010012231961764373,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,26,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,36.982166666666664,0.9913571835453642,0.05208366194517177,0.05091231891625763,0.053688562668401,0.0,65.40813365000243,267.0,31.195542094976627,137.0,32.15730744216289,157.0,293.0,469.2000000000007,157.0,293.0,0.0,0.0,0.053688562668401,0.05091231891625763,1.0,1.0,1.0,3004.8301999999976,398.58368222521665,0.9865482462267855,447655,3869,37.30458333333333,0.7742048438867815,65.40813365000243,0.0,10.002833333333333,0.19413426991438387,0.9617227552467861,0.03827724475321397,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,27,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,37.202416666666664,0.9925187974939639,0.05696928245257589,0.0566342084233581,0.05923254257455195,0.0,54.498722977225896,281.0,35.466770483415466,173.0,36.24119683043962,183.0,435.0,481.2000000000003,183.0,435.0,0.0,0.0,0.05923254257455195,0.0566342084233581,1.0,1.0,1.0,2261.836,410.83084880238516,0.9827682565424735,449794,3365,37.48283333333333,0.9096956151553852,54.498722977225896,0.0,9.966666666666667,0.18797970759543525,0.9582208744447458,0.04177912555525418,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,28,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,42.45125,0.9845994166797131,0.09952496319386119,0.09786814207227423,0.10032379544574667,0.0,75.84281028238273,529.0,68.39806608205446,469.0,69.21840612693197,471.0,725.0,1262.3999999999996,569.0,799.0,0.0,0.0,0.10032379544574667,0.09786814207227423,1.0,1.0,1.0,4303.5758000000005,366.7489473219281,0.9963737816907628,517383,7968,43.11525,0.755567826247009,75.84281028238273,0.0,9.938416666666667,0.18474741809473844,0.989499075153223,0.010500924846776952,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,29,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,38.904666666666664,0.9908356573155565,0.07287479656738158,0.07271781497395555,0.07511519012700082,0.0,77.23473704954002,459.0,47.62434111297769,283.0,48.47903182001857,293.0,557.0,722.3999999999996,293.0,601.0,0.0,0.0,0.07511519012700082,0.07271781497395555,1.0,1.0,1.0,3265.269,398.6129556008705,0.9865392112342993,471174,4318,39.2645,0.9872048635656723,77.23473704954002,0.0,9.949416666666666,0.1855069712750646,0.9699771209786618,0.03002287902133819,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,30,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.24025,0.9972700626043052,0.09004572261049985,0.09064331614998941,0.09204602192554,0.0,72.02911806117424,483.0,60.627862439093214,401.0,61.267738196027125,409.0,665.0,877.2000000000007,403.0,663.0,0.0,0.0,0.09204602192554,0.09064331614998941,1.0,1.0,1.0,3087.4270000000006,386.68454584259786,0.9902208191843824,472172,1289,39.34766666666667,1.0,72.02911806117424,0.0,9.993666666666666,0.18950298362343432,0.9783278127462026,0.021672187253797347,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,1,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.14225,0.9822150008782715,0.08143459386213646,0.0820461705746229,0.08223352183222613,0.0,47.00478127854166,235.0,45.6007746164157,221.0,44.39795639711773,221.0,541.0,1621.2000000000007,269.0,613.0,0.0,0.0,0.08223352183222613,0.0820461705746229,1.0,1.0,1.0,3573.8873999999855,369.42147551558736,0.9955489273100026,478212,8505,39.851,1.0,47.00478127854166,0.0,9.877833333333333,0.19517478022193038,0.9902846436308583,0.00971535636914172,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,2,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.51408333333333,0.9820840323544081,0.12777940964836365,0.12791278076973597,0.12911855871361524,0.0,103.89019469296615,677.0,100.96536835910301,677.0,101.4791076630938,677.0,1231.0,1573.1999999999998,713.0,1227.0,0.0,0.0,0.12911855871361524,0.12791278076973597,1.0,1.0,1.0,5329.373699999985,370.3974615040278,0.9952476970666578,507257,9088,42.27141666666667,1.0,103.89019469296615,0.0,9.937083333333334,0.1866057174029568,0.9896285314938976,0.010371468506102429,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,3,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,45.056916666666666,1.0,0.16575701473876558,0.16603459951979313,0.16662049784245958,0.0,257.49060651065423,1697.0,257.0491830326928,1695.0,258.1747234053629,1697.0,2287.0,2510.4,1697.0,2287.0,0.0,0.0,0.16662049784245958,0.16603459951979313,1.0,1.0,1.0,12814.262400000003,362.5558432575095,0.99766794961188,540683,0,45.056916666666666,1.0,257.49060651065423,0.0,10.010333333333334,0.17867221775395242,0.9948176658041773,0.005182334195822691,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,4,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,36.04375,0.9537149736723732,0.09613121704528102,0.09691807087171163,0.0994526480127127,0.0,87.44114305531475,643.0,69.09504964158398,291.0,71.72172209944625,303.0,1287.0,1705.1999999999998,727.0,1587.0,0.0,0.0,0.0994526480127127,0.09691807087171163,1.0,1.0,1.0,4587.469699999986,405.1320756025663,0.9845271371596995,453516,20991,37.793,0.8617452775524395,87.44114305531475,0.0,9.877333333333333,0.19363114403333298,0.9619462157895201,0.0380537842104799,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,5,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,37.78,1.0,0.10837965413799189,0.10875485808503121,0.11220700805670752,0.0,151.04232398094186,1105.0,142.31446531621742,1095.0,147.27692054734422,1119.0,2295.0,2617.2,1119.0,2295.0,0.0,0.0,0.11220700805670752,0.10875485808503121,1.0,1.0,1.0,6320.088299999986,404.73202752779247,0.9846506087877187,453360,0,37.78,1.0,151.04232398094186,0.0,9.967416666666667,0.18792254801180863,0.9658902417504852,0.03410975824951473,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,6,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,43.690083333333334,0.9710543813864929,0.15167926446864194,0.1528854037592548,0.15296952489469604,0.0,146.44265727729947,1123.0,143.990007431544,1121.0,144.64822955128335,1123.0,1383.0,2185.2,1201.0,1395.0,0.0,0.0,0.15296952489469604,0.1528854037592548,1.0,1.0,1.0,8585.332999999988,367.6644528411291,0.9960912182589106,539909,15628,44.992416666666664,1.0,146.44265727729947,0.0,9.94525,0.18018730209674758,0.9915652452542929,0.008434754745707146,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,7,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,41.744166666666665,1.0,0.11115525123270717,0.11193192009513117,0.1118741599040407,0.0,158.92449723514227,1609.0,158.32045652332752,1601.0,159.34997056524722,1611.0,2029.0,2391.6000000000004,1611.0,2029.0,0.0,0.0,0.1118741599040407,0.11193192009513117,1.0,1.0,1.0,7893.041900000007,364.3691773301659,0.9971082786018001,500930,0,41.744166666666665,1.0,158.92449723514227,0.0,9.965333333333334,0.18869729670268673,0.9935739524484459,0.0064260475515541095,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,8,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,33.942,0.9662262982722915,0.08450602514045823,0.0832655060965491,0.08865487329065495,0.0,96.85368275293152,831.0,66.87412013952083,435.0,70.39113810804325,459.0,1053.0,1141.2000000000007,499.0,1075.0,0.0,0.0,0.08865487329065495,0.0832655060965491,1.0,1.0,1.0,4201.387299999995,424.59170054799364,0.9785210800777792,421541,14237,35.128416666666666,0.7878505430377695,96.85368275293152,0.0,9.916083333333333,0.1963120825500042,0.9414623963030879,0.05853760369691204,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,9,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,39.339416666666665,1.0,0.10765707846032288,0.10969767523900237,0.10975583419357904,0.0,118.52058304541842,913.0,116.49904963488221,915.0,117.56495726126518,917.0,1337.0,1777.1999999999996,917.0,1337.0,0.0,0.0,0.10975583419357904,0.10969767523900237,1.0,1.0,1.0,5516.50590000001,382.8799380604271,0.9913950808455466,472073,0,39.339416666666665,1.0,118.52058304541842,0.0,10.017,0.19099667490827052,0.9808779574345493,0.01912204256545068,0.0,0.0,,,,,,,,,,,,,,,,,,flood
26.0,250,0.3,12.0,250000.0,10,1100,100,qsentry,10,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,10.0,0.7,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,40.32425,0.9797883261486252,0.12610774028111296,0.12804927685670095,0.12803434321293494,0.0,113.4944406901551,797.0,111.33694624011275,805.0,112.00670300082032,807.0,1599.0,1754.4000000000005,795.0,1599.0,0.0,0.0,0.12803434321293494,0.12804927685670095,1.0,1.0,1.0,5269.959699999985,377.2606000111595,0.9931294444409979,493873,9982,41.156083333333335,1.0,113.4944406901551,0.0,9.942583333333333,0.18832290107207816,0.9850406885980809,0.014959311401919117,0.0,0.0,,,,,,,,,,,,,,,,,,flood
